feature,label,tweet_id,origin
Les voy a comprar esto a mis compañeras de piso a ver si aprenden a fregar en condiciones de una puta vez https://t.co/GRioZD55n2,1,1.2068431947234427e+18,misocorpus
"Otros highlights incluyen a Jolyne todavía mangando cosas del trabajo, y a Jotaro bajando a fregar los charcos de la calle mientras llueve.",1,1.2061697500757934e+18,misocorpus
"@barcinator vale tu como yo ajkajja
Es que me cuesta ponerme a fregar solo dos cosas prefiero que esté lo de un día y fregar solo una vez xD",1,1.206998726440575e+18,misocorpus
"Árbitras denunciando que les manden a fregar y los partidos deben seguir como si nada. 
Ahora, no le llames nazi a militante de un partido neo-nazi con prácticas armadas que es una falta de respeto. https://t.co/9Izvh5sHPb",1,1.2065363801737052e+18,misocorpus
"Iba a fregar los platos de la cena pero he decidido que se van a quedar ahí, no vaya a ser que mañana tengamos un ministro de Hacienda etarra.",1,1.207769030691623e+18,misocorpus
@rcnradio Que se largue a exigir y a grabar s su presidente maduro y que no vengan aca a fregar,1,1.2072773282015928e+18,misocorpus
El que me quiera ver mal....Se va a fregar.....Asi son las regalas del juego... https://t.co/scpy3I0YBa,1,1.2073483190869565e+18,misocorpus
"Pero vas a fregar con esta 
 https://t.co/v6LzsXebOY https://t.co/8v1eyGJlVu",1,1.2075193120361513e+18,misocorpus
"@ReyLudovico Esto es tu contraargumento, no? Eres mi marido y ya mismo me preparas el café y te pones a fregar la cocina.",1,1.2075486825576325e+18,misocorpus
En pleno 2020 y todavía hay gente que defiende que “a fregar” “a hacer la cena” son cosas muy graciosas. Seguro que sois los mismos que tenéis los santísimos cojones/ ovarios de decir que la comedia femenina de @PennyJayG @RiotComedyFem es una mierda. Que tiernos que sois https://t.co/56viccjlkK,1,1.2075941690755277e+18,misocorpus
"@fmcarreno A los furgoleros monocultivo les da igual. A esos que la linier mujer pita algo contra su equipo y la mandan a fregar.
Ah eso sí, no son.....(ni se lo insinúes, que también pillas)",1,1.2075899864696013e+18,misocorpus
"le tengo un asco cabron a los pelos en la comida etcétera, cuando voy a fregar había un pelo en la esponja por poco me vomito",1,1.2078043058452111e+18,misocorpus
Te das cuenta que estas vieja cuando te vas a fregar y terminas lavando la nevera,1,1.207190520553988e+18,misocorpus
"Está maldita red social es tan tóxica que me están boicoteando el tweet porque no adopte el perro, vayan a fregar",1,1.2078373534291313e+18,misocorpus
@leilaniclaire_ Quien va a fregar eso?,1,1.207829696588718e+18,misocorpus
Listooo @calleypocheoffi mi mamá me está mandando a fregar los corotos pero hay prioridades ajjajajaja https://t.co/fCjxAvJyWj,1,1.2078574238154547e+18,misocorpus
"Me tienen que dar trabajo, acá no hay otra, la culpa no es mía, eso de acá a Japón. Yo quiero un trabajo bien pago en buenas condiciones, exijo un trabajo bien pago acorde a mi categoría. Soy Jorge Porcel hijo, no voy a fregar pisos.",1,1.2078855335499776e+18,misocorpus
"@mensajeperdido @dramalice_queen @Araknne @DFyurg @JRamonBalcells @egparraga Tremenda chorrada acabas de soltar, claro, porque los ""vete a fregar"" ""chupame la polla"" y ""hazme un sandwich"" son insultos que se dicen en partidas a las chicas por ser feministas, incluso si acaba de empezar la partida, no por ser un machista rancio.",1,1.2079735584225567e+18,misocorpus
yo pensando que iba a fregar y listo y mi padre ha fregado para así encasquetarme tender la ropa :(,1,1.208015828827988e+18,misocorpus
@Isrardi155 @SusodeToro1 Para salir del restaurante después de cenar hay que pasar por caja y pagar la cuenta y si no a fregar platos y cazuelas.,1,1.2076737460619633e+18,misocorpus
"Mi madre siempre cuando va a fregar/ducharse utiliza ese agua fría que todos dejamos correr/tiramos para llenar cubos, bien para fregar o regar el patio, su florecillas o para el perro del vecino. Pero esto lo hizo SIEMPRE.",1,1.2084268708674191e+18,misocorpus
Salí del examen final y cuando me puse a fregar empecé a cantar a los gritos chop Suey! De System of a Down. Oficialmente VA CA CIO NES,1,1.2084503729116774e+18,misocorpus
"Bueno, pues voy a fregar.
Me gusta cocinar pero fregar...ag.",1,1.2085002876081193e+18,misocorpus
@YarielWx Solo te mandé a fregar no seas papelon🙄,1,1.2087728661808128e+18,misocorpus
"@pinger222 @2LaCrono Yo también tuve uno de esos... Pepe se llamaba. Cada clase de manzana con un ""los tíos fútbol, las nenas baloncesto"". Sólo le faltaba enviarnos a fregar...",1,1.2087712648165704e+18,misocorpus
"Bertín Osborne es un hijo de puta. Tú también.
Provocar no es vestir una minifalda, es llevar una bandera de España a una manifestación independentista.
Es que es como ir a una manifestación feminista y mandar a fregar. Pues te linchan. https://t.co/9oDWo0WfFm",1,1.2087817649797693e+18,misocorpus
"- Disculpe Señor Eduardo del Futuro, Soy yo, la Jevita, le puedo preguntar algo?
- Claro, yo soy tu esposo
- En futuro tu dejas la cocina vuelta un culo  o ya aprendiste a fregar y ser más ordenado",1,1.2088657660298732e+18,misocorpus
Necesito una novia a la.que le guste hacer la ensalada y que tenga un hijo para mandarlo a fregar 😂,1,1.2089551376974684e+18,misocorpus
"CANDELA.

¡TE VOY A PONER A FREGAR LA CUBIERTA DEL ARGOS POR ESTA TRAICION!",1,1.2081680316141117e+18,misocorpus
"Trump, o su Darth Vader estepario, de secano y patriotero hayan cargado contra ella mandándola al cole, con la misma inquina con la que los hooligans gritan desde las gradas a la mujer que arbitra,

-Zorra, vete a fregar. https://t.co/mwbhL9SHVs",1,1.2090747198042726e+18,misocorpus
"Mis primas de 17 y 18 tienen novio y toda la presión re caen en mi porque mis tías empiezan a fregar con su “uy, ya te ganaron” “y tú para cuando?” Les juro que un día de estos les voy a decir que tengo pero novia para que se ahoguen y se les reviente la vena lpm! QUIERO HACERLO.",1,1.2090899647445565e+18,misocorpus
yo espero que la mujer de Tony no sea una fresa y se faje a fregar también,1,1.2091233988965622e+18,misocorpus
a fregar lo que queda sucio y seguiré viendo The Commitments 1991. voy por el minuto 3   💁‍♂️,1,1.209211172634923e+18,misocorpus
@hwagustd pues empieza a fregar que a mi me gusta más cocinar también,1,1.2092197236967875e+18,misocorpus
"@anyuristephany No, ahora que recuerdo pedí fue una que hiciera la ensalada y que tuviera un hijo para mándalo a fregar, seguiré esperando 😂😂😂😂😂 
https://t.co/9aY16nhTxl",1,1.2093003100842598e+18,misocorpus
"@MarujaDesespera Después de star pensando el menú, kocinar, poner todo a huevo, llegarán sobre las 10, cenaran se pondrán tibios, pero nadie me dirá te ayudo a fregar, ni tampoko dirán gracias",1,1.2093964934567567e+18,misocorpus
"Me pongo a fregar la tienda y viene gente, loco noo🥵",1,1.2083587042712535e+18,misocorpus
"@elnestorruiz Yo no voy a discutir con nadie. A tomar por culo. No me comunico con mentes así.
Me voy a fregar.
Que tengas un buen día.",1,1.2062113343685632e+18,misocorpus
"Mi vieja se fue, y estuvo literal 1HORA MANDÁNDOME MSJ QUE NO ME OLVIDE LA.TARTA EN EL HORNO. Dijo q le faltaba, y q este atenta... voy a la cocina EL.HORNO ESTA APAGADO Y LA TARTA RE CRUDA 🤨🤨🤨🤦🏽‍♀️",1,1.2044269990134784e+18,misocorpus
ADIVINEN A QUIEN MANDARON A FREGAR TODO? 🙂,1,1.2100412874344776e+18,misocorpus
"@pillarwamuu *No hace mucho más a parte de it a fregar los platos y leer mientras duerme, echándole alguna mirada de vez en cuando asegurándose de que estaba bien*",1,1.209567563518292e+18,misocorpus
"@aroa8barcelona Buenos días, ¡¡¡jajajaja!!! a... fregar.☕️😃🌼☕️ https://t.co/QZOCgyNPvW",1,1.2097316183378903e+18,misocorpus
"@buttercri Vete recogiendo poco a poco, eso es un atracon a fregar",1,1.2097592731415798e+18,misocorpus
"Triste?
 Triste es cuando tienes tu pinta él 24 y te ponen a fregar 😂😂😂😂",1,1.2099161579872952e+18,misocorpus
@europapress A fregar platos majo.,1,1.209945348980007e+18,misocorpus
"Más que sea ayudar a poner la mesa, o ayudar a fregar se agradece mucho, si son varios se acaba enseguida. https://t.co/k3DLoesUwZ",1,1.2121219116369592e+18,misocorpus
se prendió wn pongo a cargar el segundo episodio y voy a fregar volveremos en breves https://t.co/JNUq9NbKJu,1,1.2100355867671716e+18,misocorpus
"@Martalolailo @JairoExtre Quién piensas que tendrá más probabilidad de cambiar su actitud: un hombre al que toda la vida se lo han hecho todo y que tiene que pasar de estar tirado en el sofá a fregar o cocinar, o una mujer que tiene que hacerlo todo y que ya está agotada?",1,1.2101503158713426e+18,misocorpus
Weno pos a fregar,1,1.2101679153429668e+18,misocorpus
En que momento he sugerido siquiera que debido al estado convaleciente de mi madre mi padre podría plantearse levantar el culo del sofá y ayudarnos a mi hermana y a mi a fregar la casa.,1,1.2101552728760197e+18,misocorpus
a veces.. la vida te da lecciones.. como decirte que te levantes de la cama a fregar platos o tu madre te va a pegar un chanclazo,1,1.2102423995088773e+18,misocorpus
Que suerte tienen ustedes que no los mandaron a fregar y deben estar hasta la pinga de borrachos 😔,1,1.2100474967199457e+18,misocorpus
"@CIUDADANOSPORC1 @herbinhoyos Muy mal. Desafortunadamente los zurdos la tienen clara, los demás tenemos muchos cómodos y desorganizados. Nos van a fregar tarde o temprano.",1,1.21030592448691e+18,misocorpus
"""Los niños sin supervisión pasarán a ser propiedad del bar""
👉Para evitar las molestias al resto de clientes, un cartel en un bar de Carcagente amenaza con quedarse a los niños a fregar platos si sus padres no los atienden. Informa @COPEValencia  https://t.co/1rNNNS8hBW",1,1.211620453430825e+18,misocorpus
Bueno pues a fregar los platos y la cocina,1,1.2106142814584054e+18,misocorpus
"@SoyFheer @acastagne Jamás lo hicieron, el fue de los primeros en empezar a fregar",1,1.2106076727536312e+18,misocorpus
@costenoaca Soy #TeamCosteño vamos a fregar al #PitoLopez,1,1.2107255013769462e+18,misocorpus
Me puse a fregar a las 3 de la mañana mientras cantaba canciones tristes JAJAJAJAJSJ y ahora sigo queriendo cantar,1,1.210783866870354e+18,misocorpus
"Estoy en el médico, y dice una señora:
+Yo llevo aquí todo el día, pero no me tocaba y me he ido a fregar los platos.",1,1.2109814692559135e+18,misocorpus
"@_GiniGini_P Lo sé, si con los roles de antaño no me mandaste a fregar, no lo harás ya uwu xD",1,1.2109895412780073e+18,misocorpus
"@mirifeidetriana @obrote1 Eso sí, a fregar tanto cacharro, los demás",1,1.2110243125279375e+18,misocorpus
@EnmyAlmanzar Si me acabó de dar cuenta 🤣 ve a fregar pa mi casa.,1,1.2104711941824553e+18,misocorpus
ALBA PARA YA CALLATE PUTA PESADA,1,1.2105431486587576e+18,misocorpus
"@accasco @Liberalcoriano Enhorabuena. Con tanta inteligencia, seguro que sabrás encontrar la forma de pagar los impuestos sin tener que ponerte a fregar la casa.",1,1.2116423689459917e+18,misocorpus
@pauulaagg en plan me refiero a que me molesta que los chicos digan a las chicas lo tipico de las chicas a limpiar a fregar y tal eso a mi no me mola nada.,1,1.2116763470656102e+18,misocorpus
@avilarcaro Te pusieron a fregar,1,1.21177294734771e+18,misocorpus
"@boye_g La cátedra le puede haber sido otorgada por enchufe de la estirpe franquista, no impresiona. Impresiona más haber emigrado a fregar platos, a ver si lo supera este imbécil!",1,1.211765551439192e+18,misocorpus
"@flavdominguez1 @PinosAlba @poloshhe Si eres tío y stripper, gogo, modelo de ropa interior, etc también tienes que enseñar, si por desgracia no puedes dedicarte a fregar platos, servir copas o mezclar cemento para poder pagar un Alquiler, debes de sacrificarte y aceptar las reglas de ese tipo de profesión no ? 🤷🏻‍♂️",1,1.2117901733206794e+18,misocorpus
"Quien necesita una novia falsa pa mañana?
2000 peso 3 hora
5000 peso 6 horas y te sirvo tu plato
10k noche entera, juego con tus primos y hago como que voy a ayudar a fregar",1,1.2118723505279877e+18,misocorpus
"Llorando porque cobras 6.660 euros limpios al mes ""y ahora tienes que vivir"". Y el coche, ""a poco que sea un Volkswagen"" ya gasta mogollón 😂

Tú lo que eres es un mamón, ponte a fregar platos 10 horas al día por 800 euros al mes y nos cuentas, mamón. https://t.co/hL5DUKFzTr",1,1.2119990565218427e+18,misocorpus
El aburrimiento lleva a fregar la cacharrada con los auriculares a +200 de volumen bass boosted,1,1.2120354787672596e+18,misocorpus
Wey porq no le vas a fregar a alguien que si le importe tu opinión??,1,1.2120652563163628e+18,misocorpus
"Me encanta Hari Mata Hari cantando Lejía, como yo cuando me pongo a fregar todos los domingos #esc250",1,1.2121144838308209e+18,misocorpus
"Por todo lo que habían hablado durante el torneo, pensé que iba a fregar a los fasistas por perder la final pero creo que estoy perdiendo el toque, ni a los albos molesté cuando les ganamos la final 😣",1,1.2095336761634038e+18,misocorpus
"@Buff_Aatrox @qusadacid No estoy en desacuerdo con Rodrigo pero el a ""fregar"" está de más, respeta un poco más.",1,1.2138604934940467e+18,misocorpus
@Serthand Gandul....frega esos platos... No le dejes todo a la madre... Todo el día arrastrándose y quejándote....suelta ese móvil....ponte a fregar gandul,1,1.2123752671985582e+18,misocorpus
"@ViKo_LH buaf a las 2, aqui los dominos a las 00:00 ya cortan y empiezan a fregar y tal a las 23:30",1,1.212435413522092e+18,misocorpus
@Ithnag @ganrieleiazh Ay que pereza.... del hilo de allá a fregar acá? Nombre no.... nada q hacer en Año Nuevo? En serio? Desde ayer discutiendo cuando a nadie vas a hacer cambiar de opinión... tiempo perdido y yo perdiendo el mío respondiendo 🙈,1,1.212564337245786e+18,misocorpus
"mis amigxs: che jaz nunca nos contas nada q onda abrite un poco más 

also mis amigxs cuando les cuento algo: cállate puta no t das cuenta q a nadie le importa",1,1.2126038171597988e+18,misocorpus
echo d menos que mi madre me mande a fregar,1,1.2128034845480428e+18,misocorpus
"@LRojo__ @kicokb24 @Ciudadano_G Si tan malo es. Fácil. Vuelve a un curro asalariado. Vete a currar a un McDonald's... O a fregar escaleras con una empresa limpieza.. O Hoteles... Ahí seguro tienes baja.. Ah no, que si te pones enfermo te puede tirar. Vaya.",1,1.212864173463548e+18,misocorpus
"es la 1:30 de la mañana y mi madre va y se pone a fregar
estas loca tía",1,1.2128938198192333e+18,misocorpus
Cogí un nap como a las 8 y ahora estoy que no puedo dormir y me puse dis que a fregar y recoger,1,1.2129569485403382e+18,misocorpus
"a lo que me refiero es que a mi me despiertan para decirme todo lo que tengo q hacer (0 quejas yo lo hago) y a él ni lo despiertan... después dice mi madre que no que machismo aquí no hay 

En fin menos mal q lo he obligado a tender y a fregar pq sino ni un dedo mueve",1,1.213104862357074e+18,misocorpus
"@A3Noticias Y porque no ponen a fregar a los padres que son los maleducados,que no saben educar a sus hijos???",1,1.2131008154996163e+18,misocorpus
"@ElianaSerge Te voy a fregar, kono",1,1.2129807286963937e+18,misocorpus
@Artesano77 @perradesatan Pero estamos ahora viendo la investidura y resulta que @perradesatan se fue a fregar los platos por que tiene como pa una boda,1,1.2135421984379167e+18,misocorpus
"@ewquijada @Farideraful Cuando tu le dices a tus hijos menores de edad que el varón puede tener 5 novias en la escuela, pero la hembra que NO se atreva a tener ni siquiera 1, estás educando en machismo.

Cuando mandas a la niña a fregar y al niño a jugar, estás educando en machismo. ¿Quieres más?",1,1.2136355259298324e+18,misocorpus
"NACIONAL | El dueño de un bar advierte que ""podrá a los niños a fregar platos"" si sus padres no se encargan de vigilarlos https://t.co/rD39Ihjddn",1,1.213764536249004e+18,misocorpus
Voy a fregar la jaula de los pájaros va a caer sorbito de lejía.,1,1.213808950971392e+18,misocorpus
"Mi papá llegó tarde en la noche.
Le dije que había hallacas en la nevera, me fui a dormir.
Hoy me levanté a fregar. https://t.co/io0khHCs8s",1,1.2138248494094336e+18,misocorpus
@jlalarcon84 uf eso conllevaría a fregar sarten y tapadera y no se yo si me merece la pena por 2 trozos de pizza 🤣,1,1.2138650448716554e+18,misocorpus
"@qusadacid De hecho todos lo podemos hacer, todos podemos barrer cocinar limpiar etc y si intelectualmente hablando somos inferiores no quiere decir que nos falten el respeto diciendo ""a fregar payasas"" o cualquier cosa parecida.",1,1.2138622194291016e+18,misocorpus
"@yovrman —está feliz, y eso se le ve tan solo en la cara, sin necesidad de decir absolutamente nada. Ayuda a su chico a fregar las cosas, aunque en mitad de la faena se acuerda de algo—. Oye, ¿qué era lo del correo ese?",1,1.2142998926188052e+18,misocorpus
"Mi negrita y yo viviremos juntas, ella vaa a fregar y yo cocino, borralo",1,1.2143622884105626e+18,misocorpus
"El decir que eres tía en los juegos da lugar a: O que empiecen a ligar contigo, o que te manden a fregar los platos",1,1.2140452705871667e+18,misocorpus
"También he añadido a mi colección de libros el de ""Cuando Marja se cabrea: La zumbada del East End"" . La historia de una viejoven en Londres que acaba obligando a su compañero de piso a fregar los platos atacándole con una escobilla de váter con restos de caca.",1,1.2142794856521605e+18,misocorpus
Voy a fregar los platos ya vengo crisis emocional por Venezuela no te vayas,1,1.213890330954797e+18,misocorpus
Levantarse y tener que ponerme a fregar todo no lo había pensado anoche cuando se me ocurrió hacer after,1,1.213868663385809e+18,misocorpus
"Igual si vamos al caso quien carajos se postula o si quiera ACEPTA hacer películas porno??????? Si querés laburar ponete a fregar un piso hermana, sabes que eso es comercial y te hacen mierda, no partícipes y chau NO ENTIENDO A LA GENTEEEEEE https://t.co/Tcrqx0jZhA",1,1.214376895292285e+18,misocorpus
No dejemos las ollas remojando porque nunca la vamos a fregar.,1,1.214917189817516e+18,misocorpus
"Este es el tipo de gente que me da coraje. Deja la superioridad a un lado, hazte tú la comida y ayuda a tu señora abuela a fregar los platos https://t.co/wmBGwXYMOg",1,1.2149008208625254e+18,misocorpus
Reporte Mundial 2019 @hrw_espanol @hrw:La impunidad x delitos violentos y violaciones d DDHH siguen siendo problemas serios. En Bolivia la admin del (ex) Pdte Evo Morales ha creado 1 ambiente hostil para defensores d los DDHH q socava su capacidad d trabajar d forma independiente,1,1.2047703417065185e+18,misocorpus
"🎙️#LosColumnistas | @gdelafue: ""La circulación de noticias falsas, tanto en redes sociales como los mensajes dirigidos, terminan vulnerando un principio fundamental de la democracia, que es el voto informado. Esas técnicas distorsionan la realidad"".

▶https://t.co/jDscA49j3k https://t.co/1MEWHmfyQf",1,1.2047703120609485e+18,misocorpus
Que el videoclip de Y Raffella es mía/E Raffaella è mia de Tiziano Ferro no esté disponible en youtube debería considerarse violación de los derechos humanos,1,1.204770161410093e+18,misocorpus
"""Oxigenamos la lista""

""El violador eras tú""",1,1.204777831563178e+18,misocorpus
"Futrono dice presente en la intervención ""Un violador en tu camino"" https://t.co/ZXc0Npaj1z https://t.co/4SR7kilagX",1,1.2047778110572298e+18,misocorpus
Chadwick asegura que jamás permitió violación a los DD.HH. » https://t.co/NPBpnIJoya https://t.co/YitdbqrD0F,1,1.2047854099785032e+18,misocorpus
"""Múltiples y agravadas son las situaciones que investigamos que constituyen amenazas y violaciones a los derechos humanos, no sólo de la población propiamente detenida, sino de sus familiares"" https://t.co/Zqp9O29pue",1,1.2048684597769912e+18,misocorpus
"#Internacional | @CIDH solicitó una investigación internacional sobre las violaciones ocurridas durante las recientes protestas en #Bolivia que derivaron en la muerte de 35 personas:

https://t.co/ZSdk1bP9eM",1,1.2048835583821783e+18,misocorpus
Familiares de víctimas de protestas rechazan violación de DDHH en sede del Pnud #10Dic * https://t.co/lmKVYLTsPR,1,1.2047929648551526e+18,misocorpus
"Discriminación por religión. Violacion al principio laico de la constitución india.

Vale la pena observar lo que sucede en 🇮🇳.

Recomiendo @descifraguerra para información fresca. https://t.co/6nvEEE8K2g",1,1.2048003813620163e+18,misocorpus
"Un condenado por la violación múltiple de Manresa no acude a la vista de ingreso en prisión
https://t.co/rDmTsJs7Rf",1,1.204807821637931e+18,misocorpus
2019: El año con más abusos y violaciones contra la prensa por parte de Israel https://t.co/r3DSkgX1BE #LibertadDePrensa #IsraelEsApartheid https://t.co/AtGcsowTPM,1,1.2048156089714852e+18,misocorpus
"#11Dic | Griselys Barrios, estudiante de la Universidad Centroccidental Lisandro Alvarado relata que las motivó a crear su propia versión de ""Un violador en mi camino"" la canción que se ha convertido en un himno para la lucha en contra de la violencia hacia la mujer #LaPrensaLara https://t.co/alxHCnxURM",1,1.204823133624193e+18,misocorpus
Veamos si los fascistas que utilizan estos mecanismo contra los pueblos dignos y soberanos aceptan las recomendaciones. #Cuba CIDH pide una investigación internacional por violaciones de derechos humanos en Bolivia y emite 16 recomendaciones - RT https://t.co/bIFJEJncGr,1,1.2048382752419185e+18,misocorpus
Dos condenados de 'La Manada' de Manresa se saltan la vista de ingreso en prisión https://t.co/RpjA9oV9dq,1,1.2048533610628792e+18,misocorpus
"Furia oficial por informe sobre violaciones de #DerechosHumanos en #Bolivia 
https://t.co/A9L8yoXsNE
El ministro del Interior, Arturo Murillo, calificó el informe como 'vergonzoso' y favorable al 'narcoterrorismo' https://t.co/3DOgUxfNpa",1,1.204891107118551e+18,misocorpus
"Prisión preventiva para el tío de Brisa, la nena violada, asesinada y enterrada #13AñosTenía #AbusóGolpeóYAsfixióASuSobrina #HastaMatarla #LacraDeLaPeor #QuéHaríasConUnTipoAsí? #DaleDescargate #QueEsGratis #EsUn...
https://t.co/EWVwubMhqa",1,1.2050344334028104e+18,misocorpus
"Un violador en tu camino

La performance que nació en Chile y ya recorrió todo el mundo. ⬇️ https://t.co/YeQlgbMBmo",1,1.2048911067412316e+18,misocorpus
"La CIDH demanda la creación de un Grupo Internacional de Expertos Independientes, para investigar las graves violaciones a los derechos humanos durante la crisis post electoral que dejó 36 muertos en Bolivia.
https://t.co/m7lRPH86SG",1,1.2049213061789e+18,misocorpus
"El colectivo chileno LasTesis celebró que mujeres alcen la voz con su performance de protesta ""Un violador en tu camino"". https://t.co/n6bCgmsBJb",1,1.204951503879975e+18,misocorpus
Y en qué momento el @GobiernodeChile quitará el Premio Nacional al violador Pablo Neruda?? https://t.co/YW3DlFHjOp,1,1.2049741156412867e+18,misocorpus
narrador: si era violador https://t.co/KtkfbWgEp2,1,1.2049740710138798e+18,misocorpus
La Fuerza Civil de Nuevo León investiga el video donde 6 jóvenes detenidos interpretaron el performance #UnVioladorEnTuCamimo; se perfila que fueron obligados. https://t.co/GQkhn5XbhU https://t.co/2fL3jjIpMc,1,1.2050270022202368e+18,misocorpus
"Destaquemos que Mediaset cancela Gran Hermano por la huida de los anunciantes, no por la violación en sí. Además, en las fechas que estaban previstas para GH optarán por una edición de Supervivientes. Mismo perro, distinto collar. No hay victoria televisiva... https://t.co/9VqN03reXp",1,1.2050647793726505e+18,misocorpus
"Informe de Alta Comisión de la ONU: ""Se han producido un elevado número de violaciones graves a los derechos humanos"" https://t.co/21FoDB7yzo vía @latercera",1,1.2054724397333504e+18,misocorpus
"Ah pero bien!
Se acabaron las violaciones a DDHH!! 🙌🏼 https://t.co/0nXPlYsm3A",1,1.2052488342987284e+18,misocorpus
@Renumar1 Es grave acusar a alguien de violador sin tener pruebas,1,1.2052535107884728e+18,misocorpus
Lacras https://t.co/ElLPCGXi70,1,1.2051326866181775e+18,misocorpus
Senado aprobó el proyecto que busca prisión perpetua para violadores de niños https://t.co/ZigEBGbBDm,1,1.2051553482412524e+18,misocorpus
"A pesar de la oposición de Roy Barreras y de la oposición al gobierno, fue aprobada en Colombia la cadena perpetua para violadores de niños. Un gran logro de gestión del gobierno Duque... uuqqa https://t.co/1wOVvK6SQw",1,1.2051553475702743e+18,misocorpus
"El polémico tuit de Cristina Seguí que defendió la inocencia de los violadores del 'caso Arandina'
 https://t.co/ghgdenos2m",1,1.2051855475613983e+18,misocorpus
"""Tenemos 30 casos sin respuestas en el ámbito del Ministerio Publico y Tribunales. Son casos de violaciones del derecho a la salud, donde hay 8 menores de edad, 3 de ellos fallecidos sin que se haya iniciado un investigación"" https://t.co/Khuy1CRAKN",1,1.2052006509732823e+18,misocorpus
"Una bolsa de gatos, enredados en la semántica nuevamente, naturalizado un hecho, ni siquiera un cuestionamiento, Piñera y su gobierno han hecho mucho daño al país en muy corto tiempo y han habido violaciones a los DDHH, no se confundan en preliminares, no minimise, la verdad es!",1,1.2052082098556355e+18,misocorpus
"Trabajadoras de limpieza se suman a la protesta ""#UnVioladorEnTucamino
Vía: @EFEUSA
https://t.co/FXTxp9X3m4",1,1.2052685943024435e+18,misocorpus
"La pena de prisión x violación es 6 a 12 años. Si le han condenado a 24 meses es por:

1. No fue violación
2. Le apreciaron unas atenuantes muy cualificadas
3. Fue una tentativa, la acción no se consumó
No mezcléis unos delitos con otros ni 1 condena con 1 petición de fiscal https://t.co/ZZAdBuTEp1",1,1.2050494967548846e+18,misocorpus
General Mario Rozas confirma “responsabilidad de carabineros” en denuncias de violaciones a los DD.HH. ➡ https://t.co/RNZmv8fId9 https://t.co/lrypP994qR,1,1.2052836933144904e+18,misocorpus
@isabelpla @andreschadwickp Ministra defienda a las mujeres q es su labor y no lo ha hecho No defienda a violadores de los DDHH,1,1.2053139535360655e+18,misocorpus
"Yo saliendo del paro UG porque cante bien fuerte la de  ""un violador en tu camino"" https://t.co/e5J7Wof5jL",1,1.2053365889740554e+18,misocorpus
"@FLagos_Neumann En su mayoría dictaduras buscando el socialismo o el comunismo. 
Genocidios
Torturas 
Violaciones 
Humillaciones 
Mutilaciones
Desaparecidos
Saque usted sus propias conclusiones https://t.co/D10xusdbBj",1,1.2053365521356308e+18,misocorpus
"""nosotros respetamos a las mujeres"" habló el violador",1,1.205344024015577e+18,misocorpus
"#Espectáculos 🎬 | ""No todos los hombres son violadores y asesinos"", responde Rebecca de Alba a feministas  https://t.co/FOYMfjqhus",1,1.2053592182425231e+18,misocorpus
"El violador eres tú.

https://t.co/fZGNkqofrI",1,1.2053667568371425e+18,misocorpus
"@Trajanillo1 @susane_dreamer @DMakiwi @minara93 @Michote91 @MaesYODA @isaacfcorrales @pinzotee @alonso_dm Los adultos han de tener la madurez necesaria y responsabilizarse de quien no la tiene.Leyendo los audios no veo más q a una niña desolada autoprotegiéndose antes q aceptar q ha sido manipulada y violada,si hubiera habido intención(q lo desconozo)ellos tendrían q haber dicho NO",1,1.2054347207686676e+18,misocorpus
Un menor fue arrestado en julio por una violación a una discapacitada https://t.co/I49grycylW vía @elcomerciodigit,1,1.205034474540585e+18,misocorpus
"Jóvenes zapotecas entonan 'Un violador en tu camino' en Oaxaca.
https://t.co/LSVEl21BkW",1,1.2055252866635162e+18,misocorpus
@jpvc88 @CNNChile En realidad ni tanto. Lo que la ministra quiere decir es que la culpa es de la protesta social si la economía se cae. Siendo que el verdadero problema es la falta de respuestas del gobierno y la catástrofe bananera de la violación de #DDHH. En el fondo está culpando a la víctima.,1,1.2056460904831836e+18,misocorpus
"@gabrielboric Si se habla de colaboración activa, como dice @Diego_Schalper , en materia de violación de derechos humanos, no  es para sentirse orgulloso de ello porque eso supone que hay un problema grave de convivencia que ha llevado al Estado a atropellar los derechos de la gente.",1,1.2056536801434542e+18,misocorpus
"Internacionales
""El nuevo gobierno de #Argentina pone en vigor este viernes un protocolo para garantizar la  interrupción legal del embarazo en casos de violación o que la vida de la mujer esté en peligro "" 

Vía : @teleSURtv 

#tvdosv https://t.co/KKbyMG31Lp",1,1.205547978808791e+18,misocorpus
Van a pagar https://t.co/YQR5fJbFwc,1,1.2055555259933204e+18,misocorpus
"En plena era digital, los riesgos legales para una persona que descubre alguna vulnerabilidad, falla o violación a la seguridad de los datos y quiere divulgarla son muy altos. Proponemos acciones para lograr rutas de divulgación responsables ---&gt; https://t.co/g31UwrWIGH https://t.co/igRKeUH2i5",1,1.20557058509636e+18,misocorpus
"¿Es posible decretar duelo nacional por la violación a los Derechos Humanos, al igual que se está haciendo por la tragedia del Hércules C-130?",1,1.2055857092408607e+18,misocorpus
@Nicole23S Vos optás por la solución más fácil ¿Fuiste violada? Abortá y listo ¿No? De meter preso a los violadores y contener a las víctimas ni hablar.,1,1.2055932711683277e+18,misocorpus
